"Date of Encashment",Name of the Political Party,Denomination
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
12/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
12/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
12/Apr/2019,TELUGU DESAM PARTY,"10,00,000"
12/Apr/2019,TELUGU DESAM PARTY,"10,00,000"
12/Apr/2019,TELUGU DESAM PARTY,"10,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"10,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"10,00,000"
12/Apr/2019,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,"1,00,000"
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,"1,00,000"
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,"1,00,000"
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,"1,00,000"
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,"1,00,000"
15/Apr/2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,BHARTIYA JANTA PARTY,"10,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,DMK PARTY IN PARLIAMENT,"1,00,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,JANATA DAL ( SECULAR ),"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/Apr/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
15/Apr/2019,TELUGU DESAM PARTY,"1,00,00,000"
15/Apr/2019,TELUGU DESAM PARTY,"1,00,00,000"
15/Apr/2019,TELUGU DESAM PARTY,"1,00,00,000"
15/Apr/2019,TELUGU DESAM PARTY,"1,00,00,000"
15/Apr/2019,TELUGU DESAM PARTY,"1,00,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
16/Apr/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
